HITId,Input.text,Answer.sentiment.label
3UQ1LLR26A94466X7IY449GD2WBAL4,Lightfoot calls bodyguard detail controversy a Ã¢â‚¬Ëœtempest in a teapotÃ¢â‚¬â„¢ https://t.co/NCLfluaGj5 via @SunTimes,Not about the police
3UQ1LLR26A94466X7IY449GD2WBLAF,"In 2015, I reported on a warehouse in Chicago where police take mostly black &amp; Hispanic Chicagoans for incommunicadÃ¢â‚¬_ https://t.co/3wrha3Vxnv",About the police - Negative
3UQVX1UPFSI227M75AJ6075RNA820G,"Teen boy stabbed during fight at Saint Patrick High School, Chicago police say https://t.co/t5KIRJaVaH",About the police - Neutral
3UQVX1UPFSI227M75AJ6075RNA902F,"RT @wjz: HORRIFYING | Chicago police are questioning four people in the brutal murder of Marlen Ochoa, a pregnant teen whose body was foundÃ¢â‚¬_",About the police - Neutral
3UQVX1UPFSI227M75AJ6075RNA920H,RT @RozRothstein: Chicago: Police investigating attempted arson and vandalism near synagogues https://t.co/1sBFO58wUy,About the police - Neutral
3URJ6VVYUPOX82TDB945JNY75RK4O4,********SHRED-A-THON********* 5th WARD ALDERMAN HAIRSTON ***********PRESENTS************* ********SHRED-A-THON*****Ã¢â‚¬_ https://t.co/KAorUlpgW2,Not about the police
3URJ6VVYUPOX82TDB945JNY75RL4O5,_Å¸â€™â€ù19 year old Marlen Ochoa-Lopez was nine-months pregnant when she disappeared on April 23. Her body was found thisÃ¢â‚¬_ https://t.co/Z7ujSytJtz,Not about the police
3UUIU9GZC56VHD2LLV9EIPA84VWT5K,"RT @HitherToFore: Feel bad for whichever writer the Atlantic traded for Rahm Emmanuel, who now has to go sabotage the Chicago public schoolÃ¢â‚¬_",Not about the police
3UUIU9GZC56VHD2LLV9EIPA84VX5TX,RT @CSTbreaking: UPDATE: Man shot by Chicago police after barricade situation near University of Chicago https://t.co/mMMeo9NpA2,About the police - Negative
3UUSLRKAUL43NSK7NYOWB56ISF37DU,Missing pregnant teen found dead with baby cut from womb https://t.co/NXPumTOAt7,Not about the police
3UUSLRKAUL43NSK7NYOWB56ISF3D70,"RT @baseballandthe2: 99 years ago this week, and 8 months after the @WhiteSox conspired to throw the 1919 #WorldSeries against the @Reds, tÃ¢â‚¬_",About the police - Neutral
3UUSLRKAUL43NSK7NYOWB56ISF47DV,RT @FilipeCampante: This is the number of people killed by the Rio de Janeiro police *in the first three months* of each year. (For compariÃ¢â‚¬_,About the police - Negative
3UV0D2KX1MK32PGKC6LFWTPTDQT4FI,SWORN IN: Lori Lightfoot is coming into the Chicago mayor's office pledging to overhaul the city's police force. https://t.co/2dGoKEvwgO,About the police - Neutral
3UV0D2KX1MK32PGKC6LFWTPTDQTF4T,"Status: TAKE THE STRESS TEST, SIA #CONCERNED Location: @ my hotel room packing up _Å¸â€˜â€º_Å¸Ã§â€__Å¸_â€˜ I'm taking a flight back toÃ¢â‚¬_ https://t.co/ngVrBW9Aod",Not about the police
3UV0D2KX1MK32PGKC6LFWTPTDQUF4U,"Three charged after pregnant woman strangled, #baby cut from her womb: #Chicago #police - May 16 @ 10:08 PM ET https://t.co/4cqVN8WIHA",Not about the police
3UXQ63NLAAN9NGBPDWY0ZK0JKEWLBA,Full service has now returned. https://t.co/To8yxjFUTp,Not about the police
3UXQ63NLAAN9NGBPDWY0ZK0JKEXBL1,Beware the mommy groups _Å¸Ëœ_ A pregnant woman who had gone to a Chicago home in response to a Facebook offer of freeÃ¢â‚¬_ https://t.co/WGoDCigA7m,Not about the police
3UY4PIS8QRMYYIWINCLQ60RZ3X51N9,My sister was telling me this crazy ass story of this missing Chicago girl. Details haven't been confirmed by policÃ¢â‚¬_ https://t.co/OotaKdYKrt,About the police - Neutral
3UY4PIS8QRMYYIWINCLQ60RZ3X5N1V,The Latest: 3 people charged in slaying of pregnant woman CHICAGO (AP) Ã¢â‚¬â€ù The Latest on the slaying of a pregnant CÃ¢â‚¬_ https://t.co/OoC20cXwhk,Not about the police
3UY4PIS8QRMYYIWINCLQ60RZ3X61NA,"Molotov cocktails were thrown at a Chicago synagogue on Sunday and car windows were smashed outside three others, pÃ¢â‚¬_ https://t.co/TAbpKGWtjW",Not about the police
3UYRNV2KIT0G9IG3MXU5LAE7H3BN8F,@CWBChicago @Chicago_Police This is MAGA Country now! _Å¸Ëœâ€_,About the police - Neutral
3UYRNV2KIT0G9IG3MXU5LAE7H3C8N1,Police: Pregnant woman's baby cut from womb after her murder (Via WFLA News) https://t.co/ZGecGZcNpn,About the police - Neutral
3UZUVSO3P7WR015UNZ1505LTNG0EM6,VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48. CHICAÃ¢â‚¬_ https://t.co/zdrQEfcuPV,Not about the police
3UZUVSO3P7WR015UNZ1505LTNG0MEE,@KamerX2 @nckmtclf @AltConservative @Shakoi1999 @NeverlandSurvi1 @Marjala2 @westthebest07 @DayzeechainsÃ¢â‚¬_ https://t.co/SuFXWPt714,Not about the police
3UZUVSO3P7WR015UNZ1505LTNGZEM5,"Three people have been charged after a missing pregnant woman was found dead on Chicago's Southwest Side, accordingÃ¢â‚¬_ https://t.co/MPmUNQ5Y7E",About the police - Neutral
3UZUVSO3P7WR015UNZ1505LTNGZMED,"@West_Chicago_PD Are police supposed to determine whether someone has a ""good reason"" to be doing something? I alwÃ¢â‚¬_ https://t.co/julTOsCfVb",About the police - Neutral
3V0TR1NRVA386YZC1QZNISE2GAGA4B,"Chicago police boosting presence at Jewish schools, synagogues after Molotov cocktails found - Chicago Tribune https://t.co/egLElGy6cK",About the police - Positive
3V0TR1NRVA386YZC1QZNISE2GAH4A6,RT @I_am_Badlands: @CWBChicago @Chicago_Police False police report in Chicago. Don't worry Alderman Joe! In Chicago that isn't even a cÃ¢â‚¬_,About the police - Negative
3V0TR1NRVA386YZC1QZNISE2GAHA4C,wow...I wonder who else these cops out here hired to do their dirty work?....mainly in Chicago..... Police OfficerÃ¢â‚¬_ https://t.co/IAGeFVpZeE,About the police - Negative
3V7ICJJAZAHDP84474ZJD3Y8YS1B47,Your #Smartphone Knows Where You've Been .... and so do the police. Your loved ones can #track your location and soÃ¢â‚¬_ https://t.co/cm5JzmlcUp,About the police - Neutral
3V7ICJJAZAHDP84474ZJD3Y8YS24B1,this video is super interesting to watch. https://t.co/wB07svNZ25,About the police - Negative
3V8JSVE8YYRRUIU862PGU080WQDEYV,Chicago police turn to virtual reality technology to train officers in how to deal with the mentally ill https://t.co/N0DydE1iOY,About the police - Positive
3V8JSVE8YYRRUIU862PGU080WQDYEF,RT @womenshistory: ItÃ¢â‚¬â„¢s #NationalPoliceWeek! Have you heard of Marie Owens? She went to work for the city of Chicago in 1888 to support herÃ¢â‚¬_,About the police - Positive
3V8JSVE8YYRRUIU862PGU080WQEEYW,"@alfredwebre police does get arrested for torture , Chicago case https://t.co/qDrTHelSFK",About the police - Neutral
3VADEH0UHCYYVN7PGAD26QJ3TCJPSD,@CWBChicago @Chicago_Police Looking forward to watching his smug smirk as he walks out after being acquitted withouÃ¢â‚¬_ https://t.co/ZVOdOReWKW,About the police - Negative
3VADEH0UHCYYVN7PGAD26QJ3TCJSPG,Chicago politican arrested gets same judge as Jussie Smollett #SmartNews https://t.co/Z5q8MOnH0e,Not about the police
3VAOOVPI3ZTL0PX149NUDNWOW8ALLX,Anyone at @TheAtlantic that participated hiring Rahm Emanuel as an editor should be ashamed of themselves. Why rewÃ¢â‚¬_ https://t.co/djimMJ68xm,About the police - Positive
3VCK0Q0PO5FYRTB0RTHQSV8PY500N6,RT @andrewdecker593: Chicago: A pregnant woman who had gone to a Chicago home in response to a Facebook offer of free baby clothes was murdÃ¢â‚¬_,Not about the police
3VCK0Q0PO5FYRTB0RTHQSV8PY5ZN0S,Come support Ã¢â‚¬Å“_Å¸â€˜Â®_Å¸Ã¨Â»Ã¢â‚¬Ã§Ã¢â„¢â‚¬Ã¯Â¸Ã¨_Å¸â€˜Â®_Å¸Ã¨_Ã¢â‚¬Ã§Ã¢â„¢â€_Ã¯Â¸Ã¨on RooftopÃ¢â‚¬Ã_ to raise money for The Law Enforcement Torch Run for @SO_Illinois on May 17Ã¢â‚¬_ https://t.co/M1sIVBfpMb,About the police - Positive
3VDI8GSXAFUAZQZHZTHAVQ5AGRPG80,Attempted Act of Arson Reported in Lakeview Synagogue: Police An attempted act of arson was reported at the Anshe SÃ¢â‚¬_ https://t.co/wTAbjPc4q5,Not about the police
3VDVA3ILIDGSOQFW088VGGI22LJG1G,"Home at last! Beagle from #Chicago #IL is home safe &amp; sound. Message: ""The owner texted me and I let him know I hadÃ¢â‚¬_ https://t.co/akd7IPS2tZ",Not about the police
3VDVA3ILIDGSOQFW088VGGI22LK1G2,"A 19-year-old pregnant woman who vanished last month was found dead in a Chicago home, authorities said.Ã¢â‚¬â€_ https://t.co/tACY99WAOh",Not about the police
3VEI3XUCZRYMU87C1LDXGGE77A0PRP,@POTUS VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48Ã¢â‚¬_ https://t.co/49VmKtOndP,About the police - Positive
3VEI3XUCZRYMU87C1LDXGGE77A0RPR,.@SenCunningham advances measure improving access to benefits for Chicago police https://t.co/7jPAImZh5A https://t.co/Gn8raJADCf,About the police - Positive
3VGET1QSZ002WYKY4TTM3TV3ZV97W3,Chicago is resilient. More credit should go to its people that take it on the chin on a daily basis and keep movingÃ¢â‚¬_ https://t.co/EOXv5RtHTv,Not about the police
3VGET1QSZ002WYKY4TTM3TV3ZV9W7S,"RT @WFMY: The body of Marlen Ochoa-Uriostegui, 19, reported missing last month was found behind a home in Chicago. https://t.co/8lmnFIXX69",About the police - Negative
3VGZ74AYTGHCBTPUG5XFXC1T6IACG2,"RT @KTLAMorningNews: A 19-year-old pregnant woman who vanished last month was found dead in a Chicago home, authorities said.Ã¢â‚¬â€_ https://t.coÃ¢â‚¬_",Not about the police
3VGZ74AYTGHCBTPUG5XFXC1T6IAGC6,JUST IN: Chicago police say Clarisa Figueroa (left) and her daughter Desiree Figueroa murdered pregnant teenager MaÃ¢â‚¬_ https://t.co/QbPAsEgCgd,About the police - Neutral
3VGZ74AYTGHCBTPUG5XFXC1T6IBCG3,Jemel Roberson Shooting: Medical Examiner Says Slain GuardÃ¢â‚¬â„¢s Clothes From Fatal Police Shooting WerenÃ¢â‚¬â„¢t Labeled Ã¢â‚¬ËœSeÃ¢â‚¬_ https://t.co/OaRnRHAPmY,About the police - Negative
3VI0PC2ZAYLO64HNVK6AGYV5YMPOX3,Lori Lightfoot will have a powerful ally after she's sworn in Monday as Chicago mayor in seeking to fulfill a campaÃ¢â‚¬_ https://t.co/Sxy8yEWcup,Not about the police
3VI0PC2ZAYLO64HNVK6AGYV5YMPXOC,"Chicago police will be boosting their presence at all Jewish schools, synagogues and businesses in the city, spokesÃ¢â‚¬_ https://t.co/0MSuysYdpQ",About the police - Neutral
3VIVIU06FKD3G67GJIRWLKJLF96IMI,RT @ScottTBrower1: @CWBChicago @Chicago_Police Was bleach involved?,About the police - Negative
3VIVIU06FKD3G67GJIRWLKJLF96MIM,@NMC21887 @Chicago_Police They have not. Gonna email it to the local district today.,About the police - Positive
3VIVIU06FKD3G67GJIRWLKJLF97MIN,"Earlier today, Chicago Police shot and killed a man having a mental health crisis. https://t.co/zi8MOT9GjO",About the police - Positive
3VJ4PFXFJ387NWTRGWQ5VWCWFN3UAH,"RT @fox32news: Chicago police have a brand new training tool that shows them how to deal with people with special needs or mental illness,Ã¢â‚¬_",About the police - Neutral
3VJ4PFXFJ387NWTRGWQ5VWCWFN4AUY,"Several police departments respond to 'large fight' in Chicago Heights neighborhood, residents say https://t.co/suXAiBnknb",About the police - Neutral
3VJ4PFXFJ387NWTRGWQ5VWCWFN4UAI,19-year-old pregnant woman found dead in Chicago had baby cut from her womb: Police https://t.co/jLjI5W4YTe https://t.co/EQ0PhfAr97,About the police - Negative
3VLL1PIENQPDBZH2W2UVDJBG6MMZOA,"RT @Suntimes: The 1st Ward alderman has been investigated twice in the past year, most recently in February for a possible false police repÃ¢â‚¬_",About the police - Positive
3VLL1PIENQPDBZH2W2UVDJBG6MNZOB,@JJJackie45 @Chicago_Police I like u.,About the police - Positive
3VMHWJRYHVHU0R4UWHNKT4MR6LYFX8,RT @10TV: Family believes that a Facebook promise of free baby clothes lured a pregnant woman to a Chicago home where police say she was stÃ¢â‚¬_,Not about the police
3VMHWJRYHVHU0R4UWHNKT4MR6LYXFQ,"VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48, CHICAÃ¢â‚¬_ https://t.co/BqFedQNwWq",Not about the police
3VMV5CHJZ8GTXAR52RS5MM1XU4AGTP,Release from @Chicago_Police; updating my story now. https://t.co/iLbvpkvrgh,About the police - Neutral
3VMV5CHJZ8GTXAR52RS5MM1XU4BGTQ,@Chicago_Police arson unit investigating possible hate crime involving 3 Molotov cocktails and broken glass found oÃ¢â‚¬_ https://t.co/ugEQQNIirQ,About the police - Negative
3VO4XFFP15NXC1OCSKUGB4DHBUS7QZ,"@BleacherJeff Hey, @Chicago_Police, have you folks seen this yet?",About the police - Neutral
3VO4XFFP15NXC1OCSKUGB4DHBUSQ7I,.@Chicago_Police have a new tool to help solve violent crimes. #PublicSafety https://t.co/Z21OzgNicC,About the police - Positive
3VO4XFFP15NXC1OCSKUGB4DHBUT7Q0,Jemel Roberson Shooting: Medical Examiner Says Slain GuardÃ¢â‚¬â„¢s Clothes From Fatal Police Shooting WerenÃ¢â‚¬â„¢t Labeled Ã¢â‚¬ËœSeÃ¢â‚¬_ https://t.co/WjdK7dW9De,About the police - Neutral
3VP28W7DUNLJ5M49XZB5QP22ELVZFO,"RT @SAssadNews: ""I don't feel safe here at all."" Thousands of people have reported being raped in #Chicago in the last decade. But police hÃ¢â‚¬_",About the police - Negative
3VP28W7DUNLJ5M49XZB5QP22ELWFZ5,The family of a missing 19-year-old woman from the Pilsen neighborhood said a baby that was hospitalized in criticaÃ¢â‚¬_ https://t.co/BiE4aGSzCO,Not about the police
3VP28W7DUNLJ5M49XZB5QP22ELWZFP,@NicoleA2101 This is the part im most stunned and confused by. And assuming she was examined it has to be obvious sÃ¢â‚¬_ https://t.co/7yzwoU4ccO,Not about the police
3VQTAXTYN3MC66YJMAQ1Q7W2X5OUBC,Marlen Ochoa was strangled and her baby cut out of her womb after she was lured to a home under the pretense that sÃ¢â‚¬_ https://t.co/S280OZatsK,Not about the police
3VQTAXTYN3MC66YJMAQ1Q7W2X5PUBD,My goodness. This story breaks my heart. Chicago police say a womanÃ¢â‚¬â„¢s baby was cut from her womb after she was killÃ¢â‚¬_ https://t.co/Rm2PSD5pb2,About the police - Neutral
3VQTAXTYN3MC66YJMAQ1Q7W2X5QBUV,@soit_goes We need to get commitments out of Mayor Lightfoot on Chicago Police Department early. Otherwise the bureÃ¢â‚¬_ https://t.co/oLelE76cfs,About the police - Negative
3VW0145YLYDZBHRM10CWXLYLSOVJMV,Fake plumbers burglarize elderly homeowners on NW Side: police https://t.co/bv6jE59VTX,About the police - Neutral
3VW0145YLYDZBHRM10CWXLYLSOWJMW,The Chicago police unionÃ¢â‚¬â„¢s Ã¢â‚¬Ëœalternative factsÃ¢â‚¬â„¢ on police reform https://t.co/1w6M5NWwmC,About the police - Neutral
3VW0145YLYDZBHRM10CWXLYLSOWMJZ,RT @ajplus: A pregnant high schooler in Chicago was found dead weeks after she went to a house offering free baby clothes. The baby was cutÃ¢â‚¬_,Not about the police
3VZYA8PITOZU145UNTL4YE837K005G,Incoming Chicago mayor has path to historic police reforms https://t.co/aZg5XUWQHd,About the police - Positive
3VZYA8PITOZU145UNTL4YE837KZ50K,Police in Chicago charged three people Thursday in connection with the murder of a pregnant teenager whose unborn bÃ¢â‚¬_ https://t.co/uIpDhuE6uG,About the police - Neutral
3W0KKJIARRAF1CV0PK2PTIX3N86K87,RACIST FBI IS RELYING ON CORRUPT CHICAGO/EVERGREEN PK POLICE &amp; GANGS &amp; LOW LIFE FILTH INDIVIDUALS USING COVERT POISÃ¢â‚¬_ https://t.co/o0ibSMxQHO,About the police - Negative
3W0KKJIARRAF1CV0PK2PTIX3N878KW,POLICE ACTIVITY: Chicago Ave is closed between Central Park &amp; Homan https://t.co/VCjZR6S34d,About the police - Neutral
3W0KKJIARRAF1CV0PK2PTIX3N87K88,"Man dies after accidentally shooting himself, police say https://t.co/dQUtLnsgVR via @SunTimes",About the police - Neutral
3W0XM68YZPWXQCBFQZTAE8AV920K1N,RT @fox32news: IT TAKES TWO SECONDS TO RETWEET: Police are searching for a 15-year-old girl who's been reported missing from Chicago. httpsÃ¢â‚¬_,About the police - Neutral
3W1K7D6QSBITS5STSXP97ZBHZN4ZB7,Heartbreaking _Å¸â€™â€ù Marlen Ochoa was reported missing and later found dead. Her baby was forcibly removed from her wombÃ¢â‚¬_ https://t.co/HNyqgvKPdR,Not about the police
3W1K7D6QSBITS5STSXP97ZBHZN5BZK,Lori Lighfoot is sworn in as Chicago's first black woman and first openly gay mayor and promises to tackle police cÃ¢â‚¬_ https://t.co/ZWLdheSbYq,About the police - Neutral
3W31J70BASXHDFLD6WIUV4TMDZRKCD,Police seek Chicago synagogue arsonist caught on camera: https://t.co/ioCDQzwE13,About the police - Neutral
3W31J70BASXHDFLD6WIUV4TMDZSCK6,"'Those who file false police reports should face full legal consequences,' says Trump as he smacks Chicago prosecutÃ¢â‚¬_ https://t.co/gPyFvfjGkL",About the police - Neutral
3W3RSPVVGSSOJFKVDNFV4AS79Z3LUR,"Of course they aren't. The only victim in the case was the Chicago police department, and it's not as though they dÃ¢â‚¬_ https://t.co/t0tww1f8io",About the police - Positive
3W3RSPVVGSSOJFKVDNFV4AS79Z3UL0,RT @aires_aston: Cops are good I say as the Chicago police department has a fucking CIA blacksite where they take people and give them no cÃ¢â‚¬_,About the police - Neutral
3W5PY7V3UP8Z5YG0K307RGLS1Y9JYL,"Molotov cocktails were thrown at a Chicago synagogue on Sunday and car windows were smashed outside three others, pÃ¢â‚¬_ https://t.co/5x3M7GNC69",About the police - Neutral
3W5PY7V3UP8Z5YG0K307RGLS1YAJYM,RT @alexyding: this is wild. imagine if we invested in mental health first respondersÃ¢â‚¬â€ùand schools &amp; healthcare &amp; good jobsÃ¢â‚¬â€ùinstead of VR toÃ¢â‚¬_,Not about the police
3W9XHF7WGKWYZWNOSIDKKETQ1LRKTW,"Ready??? Chicago Alderman Joe Moreno, whose term in office ends in 5 days, taken into custody overnight. On chargeÃ¢â‚¬_ https://t.co/frRo42wvM7",About the police - Positive
3W9XHF7WGKWYZWNOSIDKKETQ1LRTK5,Chicago police on alert after attempted arson and vandalism at synagogues - CNN https://t.co/5DILnseA3n,About the police - Neutral
3WA2XVDZEMIPBYK20JUOB9O7XGKE6V,@TalbertSwan @JoeBiden You forgot a bunch of people! How about all the people who got shot and killed in Chicago? YÃ¢â‚¬_ https://t.co/8vUCJTLZX6,Not about the police
3WA2XVDZEMIPBYK20JUOB9O7XGL6EO,"A missing pregnant woman has been found dead. Her baby was forcibly removed from her womb, police say @CNNÃ¢â‚¬_ https://t.co/tr9yaYJIVL",About the police - Neutral
3WA2XVDZEMIPBYK20JUOB9O7XGLE6W,"Geremiah Staples, 19, died two days after a car he was in crashed while trying to evade police on the West Side. https://t.co/D4sqPaFTif",About the police - Neutral
3WGCNLZJKF9PC655YI7NAVF5PT3D13,@ParkerMolloy It gets really spooky whenever a Chicago cop is getting a verdict. Extra police cars on an otherwise mpty street.,Not about the police
3WGCNLZJKF9PC655YI7NAVF5PT41DS,"RT @campusevangel: Give the news a couple of weeks! ""Why do the Nations rage &amp; the people plot in vain? The kings...set themselves, &amp; theÃ¢â‚¬_",Not about the police
3WGZLY9VCHN7N6PQX3G2P52D3Z9D8N,RT @komonews: Police and Illinois' child welfare agency say staff at a Chicago-area hospital didn't alert them after determining that a bloÃ¢â‚¬_,About the police - Neutral
3WJGKMRWVIA9Z9F3EFW7RRYWTQUCDS,"RT @TIA_EWING: Chicago Police tell me 4 people are being questioned, 3 of them are under arrest. A press conference will happen today and cÃ¢â‚¬_",About the police - Neutral
3WJGKMRWVIA9Z9F3EFW7RRYWTQUDCT,RT @AlyssaHymanWSB: A missing pregnant teenager was found dead with her baby cut from her womb. Her family says it all started with a FacebÃ¢â‚¬_,Not about the police
3WJGKMRWVIA9Z9F3EFW7RRYWTQVCDT,"AMERICAN MILITARY NEWS proclaimed: Chicago police boosting presence at Jewish schools, synagogues after Molotov cocÃ¢â‚¬_ https://t.co/zfqDsCt05n",About the police - Neutral
3WKGUBL7SZNP2HQGYHODR6UDAMF4LN,Chicago mayors traditionally rely on city police officers for security. But new Mayor Lori Lightfoot's security detÃ¢â‚¬_ https://t.co/13sT4JNwvu,About the police - Neutral
3WKGUBL7SZNP2HQGYHODR6UDAMFL44,"RT @FOX10Phoenix: #BREAKING: Police believe a 19-year-old pregnant woman who went missing was lured to a home on the Southwest Side, killedÃ¢â‚¬_",About the police - Neutral
3WKGUBL7SZNP2HQGYHODR6UDAMG4LO,Police: Ã¢â‚¬ËœZombie raccoonsÃ¢â‚¬â„¢ threaten pet health in Chicago suburb #HiTechCJ #Illinois https://t.co/qFDGautwjn,About the police - Neutral
3WPCIUYH1A9QLQHE01RXG1Y0HCUTDS,RT @iosbakerjoe: Several incoming aldermen say they'll back stalled Chicago police civilian oversight plan https://t.co/puMgErajpW HeadlineÃ¢â‚¬_,About the police - Neutral
3WRAAIUSBJ0Z40NML11SF3B095LAXQ,@CWBChicago @Chicago_Police Didn't this guy get defeated and is in reality a lame duck? Could they end up throwing the book at him then?,About the police - Neutral
3WRAAIUSBJ0Z40NML11SF3B095LXAD,"What Democrats bring to their state that's in Chicago, Calif also has its crime rate climbing is time to stand ourÃ¢â‚¬_ https://t.co/GmcYBSfxrH",Not about the police
3WRBLBQ2GR9SH1UE4P4V2BZSXTDG0D,@DestroyMSM @BluStarSecurity @Chicago_Police @AJGuglielmi @CPDpolicefdtn @policelvematter @NatPoliceAssocÃ¢â‚¬_ https://t.co/cT4u17ND2h,About the police - Neutral
3WRBLBQ2GR9SH1UE4P4V2BZSXTE0GY,~VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48-CHICAÃ¢â‚¬_ https://t.co/U1FFWBRVlu,Not about the police
3WRKFXQBOB83ANWU2LF7FF6SOJKYIO,Florida _Å¸Ëœâ€˜ Sheriff: Man Arrested After Slapping Sleeping Girlfriend In Face With Cheeseburger https://t.co/0p08AObEpe #SmartNews,Not about the police
3WUVMVA7OB4O9VN1MJPDCORBH5JAZN,"Question for @Andrefor40th: you made your unwavering support of CPAC very clear during the campaign, but were nowheÃ¢â‚¬_ https://t.co/Hylbe6b0Ks",Not about the police
3WUVMVA7OB4O9VN1MJPDCORBH5JZAC,Missing pregnant teen found dead with baby cut from womb https://t.co/oopM3sNzsk,Not about the police
3WYZV0QBFJE4NASERF1OAEV6RN6XB8,!!VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48. CHIÃ¢â‚¬_ https://t.co/Y8ZwFeSbt9,Not about the police
3WYZV0QBFJE4NASERF1OAEV6RN7BXN,"Pregnant Chicago Woman Slain, Baby Cut From Her Womb: NewsA pregnant woman who had gone to a Chicago home in responÃ¢â‚¬_ https://t.co/2FucxNkU1E",Not about the police
3X0EMNLXEPQENFOTA5I7HD3ASGDPVI,@ChicagoCAPS14 @CPDETD @Chicago_Police Congratulations. #safeshift.,About the police - Positive
3X0EMNLXEPQENFOTA5I7HD3ASGDVPO,@CWBChicago @Chicago_Police Who the hell is he?,About the police - Neutral
3X2LT8FDHWJ6WCPHEYLSHTRYAFFW8F,@CWBChicago @Chicago_Police Very interesting!! We will be watching _Å¸_Â«_Å¸â€¢ÂµÃ¯Â¸Ã¨Ã¢â‚¬Ã§Ã¢â„¢â€_Ã¯Â¸Ã¨,About the police - Neutral
3X2LT8FDHWJ6WCPHEYLSHTRYAFG8WS,"day the #woman #disappeared. ""We believe that she was #murdered and we believe that the #baby was forcibly removedÃ¢â‚¬_ https://t.co/SreGaKSZsA",Not about the police
3X2YVV51PU5OLC5WFDCD2J4QW991W0,.@Chicago_Police have opened a new tech center to analyze video from disparate sources. #PublicSafety https://t.co/lQRzNOR5KY via @StateTech,About the police - Neutral
3X2YVV51PU5OLC5WFDCD2J4QW99W1V,RT @CHIEFGILBERT1: @ColumbusPolice @WestervillePD @Chicago_Police Great job guys &amp; Way to represent!,About the police - Positive
3X2YVV51PU5OLC5WFDCD2J4QW9A1W1,RT @Suntimes: Police say thereÃ¢â‚¬â„¢s no evidence indicating a link between Muhlaysia BookerÃ¢â‚¬â„¢s death and the April 12 beating she suffered afterÃ¢â‚¬_,Not about the police
3X4Q1O9UBHNURPBWD72CMZIHWTA7OR,"#RT @theintercept: While education controversies defined @RahmEmanuelÃ¢â‚¬â„¢s first term, his second has been consumed wiÃ¢â‚¬_ https://t.co/fGPRi0CBby",Not about the police
3X4Q1O9UBHNURPBWD72CMZIHWTAO78,@JustAlejandre @CIA @FBI @Chicago_Police We got him.,About the police - Neutral
3X4Q1O9UBHNURPBWD72CMZIHWTB7OS,@NRA #ARMEDCITIZEN shoots himself in the groin while riding in a car. He dies five days later. https://t.co/c1iQ9sBcLW,Not about the police
3X52SWXE0X688FFUVA1XJFNH060CW1,"RT @TIA_EWING: The baby boy is on life support at Advocate Christ Medical Center, he has brain damage. The baby is the son of #MarlenOchoa,Ã¢â‚¬_",Not about the police
3X52SWXE0X688FFUVA1XJFNH060WCL,@Chicago_Police 012 links to 019. :( Any way that could be fixed?,About the police - Neutral
3X52SWXE0X688FFUVA1XJFNH06ZWCK,"Infant ripped from womb of murdered woman, police sources say https://t.co/lxjAABIwZZ via @SunTimes What type of peÃ¢â‚¬_ https://t.co/jB0y2zBTqF",Not about the police
3X55NP42EOHUB6MAQVC1YIBR1WKP3L,@POTUS VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48Ã¢â‚¬_ https://t.co/zaWUpwnsLg,Not about the police
3X55NP42EOHUB6MAQVC1YIBR1WL3P0,RT @GreenvilleNews: A pregnant woman who had gone to a Chicago home in response to a Facebook offer of free baby clothes was strangled andÃ¢â‚¬_,Not about the police
3X7837UUADZXME6UEK5F8P1Z2OGJ6L,"Can confirm that Ald. Proco ""Joe"" Moreno's arrest was on a charge of filing a false police report. @CWBChicago hadÃ¢â‚¬_ https://t.co/Wswg9mxWkb",About the police - Neutral
3X7837UUADZXME6UEK5F8P1Z2OH6J9,This was helpful when I was in Chicago and using some CTA lines I wasn't familiar with. It gives them proof you'reÃ¢â‚¬_ https://t.co/uANuXk3Tlc,Not about the police
3X878VYTIEJ0LCY3E4JMZ5934SJ7F5,How many Black people are killed in Chicago by other blacks and not one person has tried to stop this slaughter! BuÃ¢â‚¬_ https://t.co/mrfnzmVkXK,About the police - Negative
3X878VYTIEJ0LCY3E4JMZ5934SJF7D,Family believes that a Facebook promise of free baby clothes lured a pregnant woman to a Chicago home where policeÃ¢â‚¬_ https://t.co/DBfTp2azfV,Not about the police
