HITId, inputtext,Answer.sentiment.label
3S1WOPCJFGU1ZTZ9K2ODKDTCJM5EJ2, marlen ochoalopez promis stroller babi cloth instead polic say kill babi cut fr,About the police - Positive
3S37Y8CWI815DB2F2VVF0HBT8TJ4WG, zamalisa believ watch one chicago show shock detect,About the police - Negative
3S37Y8CWI815DB2F2VVF0HBT8TJW48, chicago hospit womb raid woman charg murder pregnant teen cut babi fr,About the police - Positive
3S37Y8CWI815DB2F2VVF0HBT8TK4WH, pck1013 lindahendrics00 rememb 9 women week report dead due back alley abort se,Not about the police
3S4TINXCC0OHT1EMQOESR14DFJ1OBU, horribl sad stori infant rip womb murder woman polic sourc say via suntim,About the police - Negative
3S4TINXCC0OHT1EMQOESR14DFJ2BOI, jjjackie45 chicagopolic theyb treat like peopl speak spanish kid stop treat br,About the police - Negative
3S829FDFT22X27QY5BSU54J6U8IDXV, djgothboyzu katiekimnbc chicagopolic nbcchicago realdonaldtrump give rest,Not about the police
3S829FDFT22X27QY5BSU54J6U8IXDF, polic seek chicago synagogu arsonist caught camera,About the police - Neutral
3S8A4GJRD346D96OV9JYBDCTXBN6VT, 50 yr ago chicago polic pregnant black woman ground said pregnant,About the police - Negative
3S8APUMBJXKNNO1TRLV247VZNIAFBZ, pregnant chicago woman slain babi cut womb,Not about the police
3S8APUMBJXKNNO1TRLV247VZNIBBFW, chicago polic alert fail arson attempt jewish synagogu,About the police - Neutral
3SA4EMRVJV3YUEND78UIWKDKYK0P0Q, talbertswan dear democrat run potu cri migrant children die us custodi mani call account,Not about the police
3SA4EMRVJV3YUEND78UIWKDKYK10P2, ive firefight armi militari men polic fantasi fetish usa hero faseshotsxxx,Not about the police
3SBNLSTU6U6M72QD6TGF2PZH28FZDD, vinjc chicago food truck presenc fall major citi boom unfair rule draft restauranteur pass poli,Not about the police
3SBNLSTU6U6M72QD6TGF2PZH28GDZS, fed confirm chicago polic depart corrupt thought via theroot,About the police - Negative
3SBNLSTU6U6M72QD6TGF2PZH28GZDE, scassell19 deguerrenom rangermonk1 lucyferr3 anarchistr say will bet could n,Not about the police
3SBX2M1TKDO0TE6TQMW98ST7KS2Q4Y, chicago polic asham took 3 week find babi local nicu one person,About the police - Negative
3SBX2M1TKDO0TE6TQMW98ST7KS34QD, hit ticket chicago polic enforc vs chicago fire blaze friday may 31 10 cpd vs cfd,About the police - Neutral
3SCKNODZ0XHC94BKCS2Z7AIC6J57NC, suzyrudi rukusmag cwbchicago emzanotti chicagopolic littl thing sometim dont alway,About the police - Neutral
3SCKNODZ0XHC94BKCS2Z7AIC6J5N7S, realdonaldtrump potu foxandfriend dont trust box orteeez home anyon hurri wed,Not about the police
3SCKNODZ0XHC94BKCS2Z7AIC6J67ND, polic illinoi child welfar agenc say staff chicagoarea hospit didnt alert determin,Not about the police
3SMIWMMK6164U9WUH1MXDL9N766WUU, chicagoarea polic warn resid zombi raccoon distemp sound fake jussi smoll,About the police - Negative
3SMIWMMK6164U9WUH1MXDL9N767UWT, dudlawson pleas help fbi chicagopolic jack finallevel,About the police - Neutral
3SMIWMMK6164U9WUH1MXDL9N767WUV, lightfoot address prioriti issu help propel crowd raucou campaign runof,Not about the police
3SNR5F7R92U54IF32K3D8CEC67FEIP, chicago polic order special attent jewish organ two chicago synagogu recentl,About the police - Neutral
3SNR5F7R92U54IF32K3D8CEC67FIET, hope cdrosa get embolden amp extrem,Not about the police
3SNR5F7R92U54IF32K3D8CEC67GEIQ, cwbchicago chicagopolic appar right kind brother kim foxx step,About the police - Neutral
3SR6AEG6W5U3ESLAW3XMF35DO65HYE, montanabound miss pregnant chicago woman strangl unborn babi forcibl remov polic,Not about the police
3SR6AEG6W5U3ESLAW3XMF35DO65YHV, cwbchicago chicagopolic heard stori,About the police - Neutral
3SR6AEG6W5U3ESLAW3XMF35DO66HYF, abbirxs peskyspol talk chicago polic bought scalp ticket report ripoff,About the police - Neutral
3SSN80MU8CP5GDW8XSEH9HEWEHFKXF, three peopl charg miss pregnant woman found dead chicago southwest side accord p,Not about the police
3SSN80MU8CP5GDW8XSEH9HEWEHFXKS, abc7chicago chicago polic warn child lure follow 2 incid,About the police - Neutral
3SU800BH86TZAC085SNRLWR1J5QQUL, someon im suicid cop help shoot chicago tribun polic man threaten shoot,About the police - Neutral
3SU800BH86TZAC085SNRLWR1J5QUQP, chicagocaps09 come support chicago polic memori foundat neverforget chicagopolic cpdmemori,About the police - Positive
3SV8KD29L4TUL8WNYA2262U7MHCZKQ, chicagocaps14 joelmckmil nypd19pct alanstradal1 bftfchicago rcsd ohfcso odmp kscapitolpolic lincolnwoodpd yemasseepd ny,Not about the police
3SV8KD29L4TUL8WNYA2262U7MHDKZC, outgo ald proco joe moreno custodi chicago polic warrant,About the police - Neutral
3SV8KD29L4TUL8WNYA2262U7MHDZKR, yoongkheong visit north chicago citi polic fire water plant even tour naval station great lake today discuss wide rang,About the police - Positive
3SX4X51T80ACAR9UKAEWWQK7X1GAOL, thevrara vr help chicago polic respond mental health emerg crisi intervent train becam mandatori offic,About the police - Neutral
3SX4X51T80ACAR9UKAEWWQK7X1GOAZ, sheriff man arrest slap sleep girlfriend face cheeseburg,Not about the police
3SZYX62S5G18JF5E8S6DDTIQFY557K, fed confirm chicago polic depart corrupt thought,About the police - Negative
3SZYX62S5G18JF5E8S6DDTIQFY575M, marlen ochoalopez polic alert earli clue case murder teenag babi cut womb po,About the police - Neutral
3SZYX62S5G18JF5E8S6DDTIQFY657L, chicago polic warn child lure follow 2 incid near 70th normal blvd suspect drive maroon p,About the police - Neutral
3SZYX62S5G18JF5E8S6DDTIQFY675N, bodi miss pregnant 19yrold marlen ochoalopez found babi brutal remov womb ch,Not about the police
3T2EL38U0MLRRGU3AXYE53Q5DN7QXD, bbcworld marlen ochoalopez muder chicago polic make three arrest,About the police - Neutral
3T2EL38U0MLRRGU3AXYE53Q5DN7XQK, mother chicago teenag fatal shot polic 2010 say she work polic regul,About the police - Negative
3T2HW4QDUV8XWJ2M2ZR55VF625FC9B, thisisroc39 marist let chicago polic arrest chicken want free educ isnt school suppos safe,About the police - Neutral
3T2HW4QDUV8XWJ2M2ZR55VF625G9C9, chicago polic boost presenc jewish school synagogu molotov cocktail found,About the police - Neutral
3T2HW4QDUV8XWJ2M2ZR55VF625GC9C, chicago polic arson unit investig 3 molotov cocktail found outsid lakeview east synagogu,About the police - Neutral
3T5ZXGO9DEPGWBUIBFMZ2O6GLN4ZQI, raferweigel fox32new chicagopolic joe piscopo could play made tv movi,About the police - Neutral
3T5ZXGO9DEPGWBUIBFMZ2O6GLN5QZA, larg fight break chicago height woman shot,Not about the police
3T5ZXGO9DEPGWBUIBFMZ2O6GLN5ZQJ, abc7chicago polic ask public help find 15yearold girl report miss chicago west side,About the police - Neutral
3T6EIBTM9LPN8NFTAR9EVV028KCAAM, polic interceptor tour schedul denver seattl sf la dalla orlando atlanta chicago ny dc boston ge,About the police - Neutral
3T6EIBTM9LPN8NFTAR9EVV028KDAAN, peopl go deflect fact chicago polic kill myle fraizer say arm counter,About the police - Negative
3T6SSHJUZFBHKNHPY3T4TRC4Y0MII2, what issu isnt legal file fals polic report chicago chicago citi leader arrest alleg,About the police - Negative
3T8DUCXY0N7EI04XOLMVU5FAQRF9TR, talbertswan rahmemanuel chicagopolic also didnt call atlant abc news hire emanuel,About the police - Neutral
3T8DUCXY0N7EI04XOLMVU5FAQRFT9B, katiekimnbc chicagopolic nbcchicago give death penalti,Not about the police
3T8DUCXY0N7EI04XOLMVU5FAQRG9TS, raferweigel chicagopolic 14 feloni less jussi,Not about the police
3TC2K6WK9G3KKWRA0EWLTMB968K283, pregnant woman strangl babi cut womb respond offer facebook say chicago polic,About the police - Positive
3TC2K6WK9G3KKWRA0EWLTMB968K829, polic zombi raccoon threaten pet health chicago suburb,Not about the police
3TC2K6WK9G3KKWRA0EWLTMB968L284, limit case facial recognit technolog polic,About the police - Neutral
3TCFMTM8HEP29W7P1TN6ECO1S2E21J, timelin set doubleshoot suspect free disput chicago polic kim foxx tur,About the police - Negative
3TCFMTM8HEP29W7P1TN6ECO1S2F12J, polic sever agenc respond neighborhood chicago height,About the police - Neutral
3TCFMTM8HEP29W7P1TN6ECO1S2F21K, watch new showtim documentari 16 shot explor chicago polic coverup laquan mcdonald murder via theroot,About the police - Negative
3TD33TP5DL3SRXKLG59AQ6K8Q2XABH, exchicago polic command plead guilti steal social secur mother death,About the police - Negative
3TD33TP5DL3SRXKLG59AQ6K8Q2YABI, 3xv6r johnrjohnson mhzgraphic m1apatriot samtu78 wardcox007 rsshootinggirl patrickgrattan schott gussykrieg4 kamalaharri,Not about the police
3TD33TP5DL3SRXKLG59AQ6K8Q2YBAJ, joelmckmil nypd19pct alanstradal1 bftfchicago rcsd ohfcso odmp kscapitolpolic lincolnwoodpd,Not about the police
3TFJJUELSHQMWZHNHQCQV87SWZ52C9, billgat hitler shut facebook expos inform rich 1 go,About the police - Neutral
3TFJJUELSHQMWZHNHQCQV87SWZ62CA, jtrumpin student nashvil tn particip nationalwalkoutday riot vandal jump polic car rip,Not about the police
3TFJJUELSHQMWZHNHQCQV87SWZ6C2K, incom chicago mayor path histor polic reform,About the police - Neutral
3THR0FZ95PUT6A0YH13M540IRDFLOE, horrif pregnant woman gone chicago home respons facebook offer free babi cloth,Not about the police
3THR0FZ95PUT6A0YH13M540IRDFOLH, katiekimnbc chicagopolic nbcchicago burn,About the police - Neutral
3TKSOBLOHLHXA7PDMJ96LH4E8KJBBE, arlenegloria hell rememb school close black latino neighborhood first teacher strike citi,Not about the police
3TKXBROM5TBDFY1VGLE45SR4BFBIJE, cstbreak man video want connect loop aggrav batteri polic,About the police - Neutral
3TKXBROM5TBDFY1VGLE45SR4BFBJIF, chicagocaps14 chicagopolic command bauer princ boss god bless offic lost,About the police - Positive
3TL87MO8CMQZ0XN5IYKWIAR4ZCOFLM, watch chicago pd make hate polic,About the police - Negative
3TL87MO8CMQZ0XN5IYKWIAR4ZCOLFS, 2 homicid among overnight violenc chicago earli sunday four peopl shot chicago sunday includ,Not about the police
3TLFH2L6Y9P3IGJY3C7GKI7WKL5T2J, nmpsc miss pregnant woman found dead babi forcibl remov womb polic say,About the police - Neutral
3TLFH2L6Y9P3IGJY3C7GKI7WKL62TT, updat new timelin addit detail assist state attorney jame murphi publish,Not about the police
3TRB893CSJB6ZCUYPOP4HQ9F57J7G4, former chicago polic command kenneth johnson plead guilti steal 363000 social secur mother death,About the police - Negative
3TRB893CSJB6ZCUYPOP4HQ9F57JG7D, break chicago polic confirm ald proco joe moreno custodi charg file fals poli,About the police - Negative
3TRB893CSJB6ZCUYPOP4HQ9F57K7G5, miss pregnant woman found dead babi forcibl remov womb polic say,About the police - Neutral
3TTPFEFXCTL1V8B4QK2UWCLKPWCH6E, dglwade immoralreport dailycal better idea dump anim san francisco santa fe denver,Not about the police
3TTPFEFXCTL1V8B4QK2UWCLKPWDH6F, lyft mani stori involv driver drive like idiot danger peopl r,Not about the police
3TUOHPJXYHYWBDQPM6XKXS8R1ONWXM, latest 3 arrest death pregnant woman chicago ap latest slay pregnant chicago w,About the police - Neutral
3TUOHPJXYHYWBDQPM6XKXS8R1OOWXN, metra alert upn train 353 schedul arriv north chicago 705 pm stop evanstonmain street polic activ,About the police - Neutral
3TUOHPJXYHYWBDQPM6XKXS8R1OOXWO, amyjc92 dbongino whst chicago polic brutal corrupt profil trump stare h,About the police - Negative
3TX9T2ZCB92LG8Q4NOL5UDO29OLWZJ, teen sister miss garfield park polic via suntim,About the police - Neutral
3TX9T2ZCB92LG8Q4NOL5UDO29OLZWM, chicagopolic day two famili fallen chicago polic offic command paul bauer po eduardo marmolejo po samuel jimenez,About the police - Positive
3TX9T2ZCB92LG8Q4NOL5UDO29OMWZK, keepitreal50 miss pregnant woman found dead babi forcibl remov womb polic say,About the police - Neutral
3TX9T2ZCB92LG8Q4NOL5UDO29OMZWN, jaillawspeak crazi dont like polic gener know good unanim tha,About the police - Positive
3TY2U1TEB7B9A9L1Y3Z4HT64OU0JJR, got dead mom ss benefit johnson collect 363064 account june 1994 novemb 2017,Not about the police
3TZ0XG8CBULVKGC9LNB039JNCEU891, horrifi detail famili said believ pregnant teen lure home facebook post pr,Not about the police
3TZ0XG8CBULVKGC9LNB039JNCEV983, horrifi stori made even wors sloppi lazi polic work undocu peopl refus come forward,About the police - Negative
3TZDZ3Y0JS7D9GSOM22LOZWFY8P19B, exchicago polic command plead guilti steal 363000 social secur daili mail onlin,About the police - Negative
3TZDZ3Y0JS7D9GSOM22LOZWFY8P91J, mother daughter strangl pregnant teen cabl cut infant womb polic,Not about the police
3U18MJKL1UNILL6G39AANWAQ7UWCNA, hlntv chicago postal worker kierracol vanish two week ago polic say suspect foul play ht,About the police - Neutral
3U18MJKL1UNILL6G39AANWAQ7UXCNB, chicago polic alert fail arson attempt jewish synagogu attack increas su,About the police - Neutral
3U74KRR67MMZ728RPV50C6AUVGWNT4, show,Not about the police
3U74KRR67MMZ728RPV50C6AUVGWTNA, 6 report rape lead arrest watch resili director program polici sarah layden h,About the police - Positive
3UAU495MIITWP0NSQFVNWRW1448UOH, via realdailywir chicago alderman arrest file fals polic report get smollett deal,About the police - Neutral
3UDTAB6HH60D2R76QJYLAUD5TGJ097, hitler adolph chicagopolic hijack mom smash arm elbow see adolph hitler tri caus,About the police - Neutral
3UDTAB6HH60D2R76QJYLAUD5TGJ90G, chicagocaps14 congratul chicagopolic honor guard win chief judg award steve young nation honor g,About the police - Positive
3UEBBGULPFP2JNAZRCCX9XNNC3GUFU, thefreethought2 conveni chicago polic lost bodi camera footag sever time past month instanc one,About the police - Negative
3UEBBGULPFP2JNAZRCCX9XNNC3HFUG, indivchisouth aislin pulley say chicago repar ordin survivor burg polic tortur victori see articl bel,Not about the police
3UEBBGULPFP2JNAZRCCX9XNNC3HUFV, polic illinoi child welfar agenc say staff chicagoarea hospit didnt alert determin,About the police - Neutral
3UEDKCTP9VRB1YQHFFAJFI18CO07K7, 55 chicago women mostli black strangl death one custodi case remain open,About the police - Negative
3UEDKCTP9VRB1YQHFFAJFI18CO0K7K, want take time thank chicagopolic cfd save life woman week respons ti,About the police - Positive
3UEDKCTP9VRB1YQHFFAJFI18CO17K8, jimmydurrr cwbchicago chicagopolic sick burn,About the police - Negative
3UEDKCTP9VRB1YQHFFAJFI18CO1K7L, chicago alderman renew push elect polic oversight council,About the police - Neutral
3UL5XDRDNCKCJTAXIXYJRTELQIB587, fuck mother daughter strangl pregnant teen cabl cut infant womb polic,About the police - Neutral
3UL5XDRDNCKCJTAXIXYJRTELQIB85A, rahm emanuel first piec contribut editor theatlant rahm emanuel accus tryi,Not about the police
3UL5XDRDNCKCJTAXIXYJRTELQIC588, 2 weve long expect polic buy citywid realtim facesurveil system second report show,About the police - Neutral
3ULIZ0H1VA6U8TQCJCP4CJRDCC551N, polic chicago search suspect accus tri set fire synagogu weekend r,About the police - Neutral
3ULIZ0H1VA6U8TQCJCP4CJRDCC615K, cesarreport cbschicago im concern father hire privat detect find daughter,About the police - Negative
3ULIZ0H1VA6U8TQCJCP4CJRDCC651O, chicago pregnant woman gone chicago home respons facebook offer free babi cloth,About the police - Neutral
3UOMW19E6D7EVW0AZ9EOTFA4G9W5CD, chicago polic pregnant woman slain babi cut womb still aliv,About the police - Neutral
3UOMW19E6D7EVW0AZ9EOTFA4G9XC5L, tbsporti blm born cherrypick incid outlier black nation root 100,Not about the police
3UQ1LLR26A94466X7IY449GD2WBAL4, lightfoot call bodyguard detail controversi tempest teapot via suntim,Not about the police
3UQ1LLR26A94466X7IY449GD2WBLAF, 2015 report warehous chicago polic take mostli black amp hispan chicagoan incommunicad,About the police - Negative
3UQVX1UPFSI227M75AJ6075RNA820G, teen boy stab fight saint patrick high school chicago polic say,About the police - Neutral
3UQVX1UPFSI227M75AJ6075RNA902F, wjz horrifi chicago polic question four peopl brutal murder marlen ochoa pregnant teen whose bodi found,About the police - Neutral
3UQVX1UPFSI227M75AJ6075RNA920H, rozrothstein chicago polic investig attempt arson vandal near synagogu,About the police - Neutral
3URJ6VVYUPOX82TDB945JNY75RK4O4, shredathon 5th ward alderman hairston present shredathon,Not about the police
3URJ6VVYUPOX82TDB945JNY75RL4O5, 19 year old marlen ochoalopez ninemonth pregnant disappear april 23 bodi found,Not about the police
3UUIU9GZC56VHD2LLV9EIPA84VWT5K, hithertofor feel bad whichev writer atlant trade rahm emmanuel go sabotag chicago public school,Not about the police
3UUIU9GZC56VHD2LLV9EIPA84VX5TX, cstbreak updat man shot chicago polic barricad situat near univers chicago,About the police - Negative
3UUSLRKAUL43NSK7NYOWB56ISF37DU, miss pregnant teen found dead babi cut womb,Not about the police
3UUSLRKAUL43NSK7NYOWB56ISF3D70, baseballandthe2 99 year ago week 8 month whitesox conspir throw 1919 worldseri red,About the police - Neutral
3UUSLRKAUL43NSK7NYOWB56ISF47DV, filipecampant number peopl kill rio de janeiro polic first three month year compari,About the police - Negative
3UV0D2KX1MK32PGKC6LFWTPTDQT4FI, sworn lori lightfoot come chicago mayor offic pledg overhaul citi polic forc,About the police - Neutral
3UV0D2KX1MK32PGKC6LFWTPTDQTF4T, statu take stress test sia concern locat hotel room pack im take flight back,Not about the police
3UV0D2KX1MK32PGKC6LFWTPTDQUF4U, three charg pregnant woman strangl babi cut womb chicago polic may 16 1008 pm et,Not about the police
3UXQ63NLAAN9NGBPDWY0ZK0JKEWLBA, full servic return,Not about the police
3UXQ63NLAAN9NGBPDWY0ZK0JKEXBL1, bewar mommi group pregnant woman gone chicago home respons facebook offer free,Not about the police
3UY4PIS8QRMYYIWINCLQ60RZ3X51N9, sister tell crazi ass stori miss chicago girl detail havent confirm polic,About the police - Neutral
3UY4PIS8QRMYYIWINCLQ60RZ3X5N1V, latest 3 peopl charg slay pregnant woman chicago ap latest slay pregnant c,Not about the police
3UY4PIS8QRMYYIWINCLQ60RZ3X61NA, molotov cocktail thrown chicago synagogu sunday car window smash outsid three other p,Not about the police
3UYRNV2KIT0G9IG3MXU5LAE7H3BN8F, cwbchicago chicagopolic maga countri,About the police - Neutral
3UYRNV2KIT0G9IG3MXU5LAE7H3C8N1, polic pregnant woman babi cut womb murder via wfla news,About the police - Neutral
3UZUVSO3P7WR015UNZ1505LTNG0EM6, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 chica,Not about the police
3UZUVSO3P7WR015UNZ1505LTNG0MEE, kamerx2 nckmtclf altconserv shakoi1999 neverlandsurvi1 marjala2 westthebest07 dayzeechain,Not about the police
3UZUVSO3P7WR015UNZ1505LTNGZEM5, three peopl charg miss pregnant woman found dead chicago southwest side accord,About the police - Neutral
3UZUVSO3P7WR015UNZ1505LTNGZMED, westchicagopd polic suppos determin whether someon good reason someth alw,About the police - Neutral
3V0TR1NRVA386YZC1QZNISE2GAGA4B, chicago polic boost presenc jewish school synagogu molotov cocktail found chicago tribun,About the police - Positive
3V0TR1NRVA386YZC1QZNISE2GAH4A6, iambadland cwbchicago chicagopolic fals polic report chicago dont worri alderman joe chicago isnt even c,About the police - Negative
3V0TR1NRVA386YZC1QZNISE2GAHA4C, wowi wonder els cop hire dirti workmainli chicago polic offic,About the police - Negative
3V7ICJJAZAHDP84474ZJD3Y8YS1B47, smartphon know youv polic love one track locat,About the police - Neutral
3V7ICJJAZAHDP84474ZJD3Y8YS24B1, video super interest watch,About the police - Negative
3V8JSVE8YYRRUIU862PGU080WQDEYV, chicago polic turn virtual realiti technolog train offic deal mental ill,About the police - Positive
3V8JSVE8YYRRUIU862PGU080WQDYEF, womenshistori nationalpoliceweek heard mari owen went work citi chicago 1888 support,About the police - Positive
3V8JSVE8YYRRUIU862PGU080WQEEYW, alfredwebr polic get arrest tortur chicago case,About the police - Neutral
3VADEH0UHCYYVN7PGAD26QJ3TCJPSD, cwbchicago chicagopolic look forward watch smug smirk walk acquit withou,About the police - Negative
3VADEH0UHCYYVN7PGAD26QJ3TCJSPG, chicago politican arrest get judg jussi smollett smartnew,Not about the police
3VAOOVPI3ZTL0PX149NUDNWOW8ALLX, anyon theatlant particip hire rahm emanuel editor asham rew,About the police - Positive
3VCK0Q0PO5FYRTB0RTHQSV8PY500N6, andrewdecker593 chicago pregnant woman gone chicago home respons facebook offer free babi cloth murd,Not about the police
3VCK0Q0PO5FYRTB0RTHQSV8PY5ZN0S, come support rooftop rais money law enforc torch run soillinoi may 17,About the police - Positive
3VDI8GSXAFUAZQZHZTHAVQ5AGRPG80, attempt act arson report lakeview synagogu polic attempt act arson report ansh,Not about the police
3VDVA3ILIDGSOQFW088VGGI22LJG1G, home last beagl chicago il home safe amp sound messag owner text let know,Not about the police
3VDVA3ILIDGSOQFW088VGGI22LK1G2, 19yearold pregnant woman vanish last month found dead chicago home author said,Not about the police
3VEI3XUCZRYMU87C1LDXGGE77A0PRP, potu view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48,About the police - Positive
3VEI3XUCZRYMU87C1LDXGGE77A0RPR, sencunningham advanc measur improv access benefit chicago polic,About the police - Positive
3VGET1QSZ002WYKY4TTM3TV3ZV97W3, chicago resili credit go peopl take chin daili basi keep move,Not about the police
3VGET1QSZ002WYKY4TTM3TV3ZV9W7S, wfmi bodi marlen ochoauriostegui 19 report miss last month found behind home chicago,About the police - Negative
3VGZ74AYTGHCBTPUG5XFXC1T6IACG2, ktlamorningnew 19yearold pregnant woman vanish last month found dead chicago home author said,Not about the police
3VGZ74AYTGHCBTPUG5XFXC1T6IAGC6, chicago polic say clarisa figueroa left daughter desire figueroa murder pregnant teenag,About the police - Neutral
3VGZ74AYTGHCBTPUG5XFXC1T6IBCG3, jemel roberson shoot medic examin say slain guard cloth fatal polic shoot werent label se,About the police - Negative
3VI0PC2ZAYLO64HNVK6AGYV5YMPOX3, lori lightfoot power alli she sworn monday chicago mayor seek fulfil campa,Not about the police
3VI0PC2ZAYLO64HNVK6AGYV5YMPXOC, chicago polic boost presenc jewish school synagogu busi citi spoke,About the police - Neutral
3VIVIU06FKD3G67GJIRWLKJLF96IMI, scotttbrower1 cwbchicago chicagopolic bleach involv,About the police - Negative
3VIVIU06FKD3G67GJIRWLKJLF96MIM, nmc21887 chicagopolic gonna email local district today,About the police - Positive
3VIVIU06FKD3G67GJIRWLKJLF97MIN, earlier today chicago polic shot kill man mental health crisi,About the police - Positive
3VJ4PFXFJ387NWTRGWQ5VWCWFN3UAH, fox32new chicago polic brand new train tool show deal peopl special need mental ill,About the police - Neutral
3VJ4PFXFJ387NWTRGWQ5VWCWFN4AUY, sever polic depart respond larg fight chicago height neighborhood resid say,About the police - Neutral
3VJ4PFXFJ387NWTRGWQ5VWCWFN4UAI, 19yearold pregnant woman found dead chicago babi cut womb polic,About the police - Negative
3VLL1PIENQPDBZH2W2UVDJBG6MMZOA, suntim 1st ward alderman investig twice past year recent februari possibl fals polic rep,About the police - Positive
3VLL1PIENQPDBZH2W2UVDJBG6MNZOB, jjjackie45 chicagopolic like u,About the police - Positive
3VMHWJRYHVHU0R4UWHNKT4MR6LYFX8, 10tv famili believ facebook promis free babi cloth lure pregnant woman chicago home polic say st,Not about the police
3VMHWJRYHVHU0R4UWHNKT4MR6LYXFQ, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 chica,Not about the police
3VMV5CHJZ8GTXAR52RS5MM1XU4AGTP, releas chicagopolic updat stori,About the police - Neutral
3VMV5CHJZ8GTXAR52RS5MM1XU4BGTQ, chicagopolic arson unit investig possibl hate crime involv 3 molotov cocktail broken glass found,About the police - Negative
3VO4XFFP15NXC1OCSKUGB4DHBUS7QZ, bleacherjeff hey chicagopolic folk seen yet,About the police - Neutral
3VO4XFFP15NXC1OCSKUGB4DHBUSQ7I, chicagopolic new tool help solv violent crime publicsafeti,About the police - Positive
3VO4XFFP15NXC1OCSKUGB4DHBUT7Q0, jemel roberson shoot medic examin say slain guard cloth fatal polic shoot werent label se,About the police - Neutral
3VP28W7DUNLJ5M49XZB5QP22ELVZFO, sassadnew dont feel safe thousand peopl report rape chicago last decad polic h,About the police - Negative
3VP28W7DUNLJ5M49XZB5QP22ELWFZ5, famili miss 19yearold woman pilsen neighborhood said babi hospit critica,Not about the police
3VP28W7DUNLJ5M49XZB5QP22ELWZFP, nicolea2101 part im stun confus assum examin obviou,Not about the police
3VQTAXTYN3MC66YJMAQ1Q7W2X5OUBC, marlen ochoa strangl babi cut womb lure home pretens,Not about the police
3VQTAXTYN3MC66YJMAQ1Q7W2X5PUBD, good stori break heart chicago polic say woman babi cut womb kill,About the police - Neutral
3VQTAXTYN3MC66YJMAQ1Q7W2X5QBUV, soitgo need get commit mayor lightfoot chicago polic depart earli otherwis bure,About the police - Negative
3VW0145YLYDZBHRM10CWXLYLSOVJMV, fake plumber burglar elderli homeown nw side polic,About the police - Neutral
3VW0145YLYDZBHRM10CWXLYLSOWJMW, chicago polic union altern fact polic reform,About the police - Neutral
3VW0145YLYDZBHRM10CWXLYLSOWMJZ, ajplu pregnant high schooler chicago found dead week went hous offer free babi cloth babi cut,Not about the police
3VZYA8PITOZU145UNTL4YE837K005G, incom chicago mayor path histor polic reform,About the police - Positive
3VZYA8PITOZU145UNTL4YE837KZ50K, polic chicago charg three peopl thursday connect murder pregnant teenag whose unborn b,About the police - Neutral
3W0KKJIARRAF1CV0PK2PTIX3N86K87, racist fbi reli corrupt chicagoevergreen pk polic amp gang amp low life filth individu use covert poi,About the police - Negative
3W0KKJIARRAF1CV0PK2PTIX3N878KW, polic activ chicago ave close central park amp homan,About the police - Neutral
3W0KKJIARRAF1CV0PK2PTIX3N87K88, man die accident shoot polic say via suntim,About the police - Neutral
3W0XM68YZPWXQCBFQZTAE8AV920K1N, fox32new take two second retweet polic search 15yearold girl who report miss chicago,About the police - Neutral
3W1K7D6QSBITS5STSXP97ZBHZN4ZB7, heartbreak marlen ochoa report miss later found dead babi forcibl remov womb,Not about the police
3W1K7D6QSBITS5STSXP97ZBHZN5BZK, lori lighfoot sworn chicago first black woman first openli gay mayor promis tackl polic c,About the police - Neutral
3W31J70BASXHDFLD6WIUV4TMDZRKCD, polic seek chicago synagogu arsonist caught camera,About the police - Neutral
3W31J70BASXHDFLD6WIUV4TMDZSCK6, file fals polic report face full legal consequ say trump smack chicago prosecut,About the police - Neutral
3W3RSPVVGSSOJFKVDNFV4AS79Z3LUR, cours arent victim case chicago polic depart though,About the police - Positive
3W3RSPVVGSSOJFKVDNFV4AS79Z3UL0, airesaston cop good say chicago polic depart fuck cia blacksit take peopl give c,About the police - Neutral
3W5PY7V3UP8Z5YG0K307RGLS1Y9JYL, molotov cocktail thrown chicago synagogu sunday car window smash outsid three other p,About the police - Neutral
3W5PY7V3UP8Z5YG0K307RGLS1YAJYM, alexyd wild imagin invest mental health first respondersand school amp healthcar amp good jobsinstead vr,Not about the police
3W9XHF7WGKWYZWNOSIDKKETQ1LRKTW, readi chicago alderman joe moreno whose term offic end 5 day taken custodi overnight charg,About the police - Positive
3W9XHF7WGKWYZWNOSIDKKETQ1LRTK5, chicago polic alert attempt arson vandal synagogu cnn,About the police - Neutral
3WA2XVDZEMIPBYK20JUOB9O7XGKE6V, talbertswan joebiden forgot bunch peopl peopl got shot kill chicago,Not about the police
3WA2XVDZEMIPBYK20JUOB9O7XGL6EO, miss pregnant woman found dead babi forcibl remov womb polic say cnn,About the police - Neutral
3WA2XVDZEMIPBYK20JUOB9O7XGLE6W, geremiah stapl 19 die two day car crash tri evad polic west side,About the police - Neutral
3WGCNLZJKF9PC655YI7NAVF5PT3D13, parkermolloy get realli spooki whenev chicago cop get verdict extra polic car otherwis mpti street,Not about the police
